Produto/Unidade,Nível de Comercialização,U.F.,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (12 kg),,RO,,,,,,,,,,,"53,40","57,23"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (15 kg),,PB,,,,,,,,,,,,"42,40"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (20 kg),,MG,,,,,,,,,,,"41,80","41,80"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (500 g),,ES,,,,,,,,,,,"2,30","2,18"
,VAREJO,SC,,,,,,,,,,"2,68","2,64","2,86"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (5 kg),ATACADO,AC,,,,,,,,,,,"19,60","19,30"
,,PI,,,,,,,,,,,,"18,40"
,,RN,,,,,,,,,,,,"17,50"
MACARRÃO ESPAGUETE SÊMOLA COM OVOS (kg),,PR,,,,,,,,,,"3,84","3,83","3,77"
,VAREJO,AC,,,,,,,,,,,"4,50","4,41"
,,AP,,,,,,,,,,,,"3,25"
,,DF,,,,,,,,,,,"6,01","6,62"
,,GO,,,,,,,,,,,"5,55","5,20"
,,MS,,,,,,,,,,,"2,58","5,57"
,,PI,,,,,,,,,,,,"4,30"
,,PR,,,,,,,,,,"4,79","4,79","5,37"
,,RR,,,,,,,,,,,"4,31","4,83"
,,RS,,,,,,,,,,"2,48","2,76","2,60"
MACARRÃO ESPAGUETE SÊMOLA SEM OVOS (500 g),,GO,"2,46","2,42","2,30","2,39","2,46","2,39","2,45","2,40","2,51","2,58","2,68","2,56"
,,RJ,"2,61","2,60","2,61","2,70","2,55","3,46","2,68","2,46","2,55","2,69","3,57","2,74"
,,TO,"2,53","2,49","2,56","2,45","2,87","2,71","2,94","2,88","2,75","2,87","2,97","3,06"
MACAÚBA FRUTO (kg),PRODUTOR,CE,"0,38","0,35","0,35","0,35","0,35","0,34","0,30","0,30","0,28","0,21","0,20","0,21"
,,MG,"0,20","0,20","0,20","0,20","0,20",,,,,,,
MAMÃO FORMOSA (kg),ATACADO,AC,"1,38",,,,,,,,"2,50","2,50","2,50",
,,AL,,,,,,,,"1,10",,"1,15","1,19","1,26"
,,BA,"1,33","1,04","0,94","1,44","1,16","0,98","1,30","1,27","1,25","1,33","1,37","1,58"
,,CE,"0,97","0,92","0,92","0,99","1,16","1,11","1,01","1,02","1,18","1,23","1,32","1,37"
,,DF,"2,11","1,73","1,84","2,25","1,92","1,66","2,24","2,31","2,08","2,00","2,38","2,50"
,,ES,"1,66","1,45","1,50","1,71","1,30","1,43","1,67","1,19","1,10","1,26","1,40","1,75"
,,GO,"1,79","1,80","1,70","2,00","1,75","1,50","1,86","2,00","1,67","1,52","1,50","1,83"
,,MG,"1,06","0,96","1,23","1,83","5,34","1,18","1,72","1,23","1,08","1,30","1,44",
,,MS,"1,60","1,88","2,03","2,26","1,56","1,50","1,67","1,90","1,91","1,78","2,00","1,94"
,,PA,,"1,38","1,02","1,13","1,17","1,17","0,53","0,53","0,55","0,84","0,60","0,53"
,,PB,"0,89","0,81","0,82","0,90","0,83","0,85","0,94","0,93","0,98","0,91","0,87","0,98"
,,PE,"1,20","0,95","0,95","1,00","1,00","1,00","1,00","1,02","1,20","1,20","1,08","1,15"
,,PI,,,,,"1,20","1,20","1,20","1,20","1,20","1,30","1,30","1,30"
,,PR,"1,67","1,67","1,71","2,01","1,46","1,62","1,90","1,67","1,64","1,67",,"1,96"
,,RJ,"1,57","1,28","1,48","1,65","1,45","1,51","1,80","1,38","1,20","1,42","1,63","1,81"
,,RN,"0,81","0,75","0,62","0,65","0,80","0,78","0,81","0,83","0,90","0,88","0,93","0,91"
,,RS,"2,22","2,15","2,22","2,42","1,95","1,98","2,29","2,26","2,00","2,10","2,28","2,37"
,,SC,"1,80","1,80","1,90","2,21","1,82","1,72","1,90","1,79","1,71","1,76","1,76","2,07"
,,SP,"1,95","1,91","2,20","2,68","1,55","1,89","2,46","2,05","1,89","2,00","2,68","2,96"
,,TO,"2,51",,"2,48","2,80","2,08","2,38","2,65","2,61","2,48","2,60","2,27","2,13"
MAMONA EM BAGA (60 kg),PRODUTOR,BA,"73,77","62,54","58,17","60,71","64,23","70,29","74,20","84,71","94,83","91,60","91,79","89,13"
,,CE,"76,11","75,93","75,40","75,40","75,40","75,40",,,,,,
,,MG,,,,,,,,"78,69","74,50","81,94",,
,,PE,"79,54","79,54","79,54","79,54","79,54","79,54","79,54","79,54","79,54",,,
,,SP,"82,00","82,00","66,80","66,80",,,,,,,,
MANGABA FRUTO (kg),,BA,"3,30","3,83","4,00","4,00","4,30","4,00","4,00",,,,,"4,50"
,,MG,"0,50","0,50",,,,,,,,,,"1,00"
,,PB,"1,70","1,70","1,61","1,54","1,63","1,78","1,80",,,,,
,,SE,"2,50","2,38","2,30","3,25","3,40","3,10",,,,,,"4,76"
MANGA PALMER (kg),,SP,,,,,,,,,,,,"0,80"
MANGA TOMMY ATKINS (25 kg),,RJ,"9,05",,,,,,,,,,,"7,00"
MANGA TOMMY ATKINS (6 kg),,DF,,,,,,,,,,,"16,00","13,44"
MANGA TOMMY ATKINS (kg),,BA,"0,76","1,08","1,33","1,60","0,85","1,01","1,32","1,52","1,75","0,89","0,88","0,74"
,,MG,"1,30","1,35","1,00","0,83","1,69","1,75","1,74","1,85","1,90","1,90","1,85","1,83"
MARACUJÁ (12 kg),,DF,,,,,,,,,,,"38,00","33,30"
,,RN,,,,,,,,,,,,"38,40"
MARACUJÁ AZEDO (kg),ATACADO,AC,"2,66",,,,,,,,"4,86","4,86","4,86",
,,AL,,,,,,,,"1,25",,"2,40","2,44","2,19"
,,BA,"1,78","1,72","1,80","1,71","1,41","1,72","1,51","1,83","2,61","2,64","2,86","2,31"
,,CE,"3,86","3,69","4,14","4,07","4,02","4,19","3,21","3,42","4,09","4,52","4,17","5,16"
,,DF,"3,24","2,39","3,15","3,44","2,02","2,53","2,46","3,02","4,01","4,82","5,20","4,51"
,,ES,"2,99","2,51","3,71","2,75","2,21","2,27","2,50","3,90","4,74","6,02","4,29","4,46"
,,GO,"2,91","2,44","2,00","2,00","2,00","2,25","2,50","2,50","4,17","4,66","4,16","4,30"
,,MG,"2,81","2,64","3,28","2,71","1,75","2,22","2,09","3,11","3,52","4,28","3,89",
,,MS,"3,76","3,59","3,92","3,97","3,23","2,82","2,67","3,08","4,21","4,49","4,67","4,67"
,,PA,"3,38","1,92","2,03","2,07","2,67","2,88","2,36","1,99","3,15","2,39","3,48","3,35"
,,PB,"3,35","2,85","2,98","2,99","2,66","2,71","2,73","2,80","3,66","3,81","4,41","4,25"
,,PE,"2,26","1,65","2,43","2,35","1,72","1,85","1,62","1,83","2,83","3,33","2,88","2,37"
,,PI,,,,,"1,80","2,50","1,80","2,30","1,67","2,70","2,80","2,80"
,,PR,"2,91","3,53","4,07","3,91","2,73","2,63","3,33","4,29","5,00","5,00",,"5,42"
,,RJ,"3,02","2,52","2,86","2,34","2,36","2,40","2,21","2,97","3,61","4,05","4,14","3,91"
,,RN,"2,91","2,97","2,97","2,87","2,39","2,17","2,13","2,06","2,98","4,01","3,72","3,20"
,,RS,"5,00","4,00","3,83","3,75","3,23","3,08","3,50","4,88","5,91","6,32","7,13","6,68"
,,SC,"3,21","2,81","2,89","2,73","2,49","2,47","2,78","4,17","4,83","5,17","5,38","5,14"
,,SP,"4,52","3,83","4,25","3,60","3,41","3,29","2,99","4,32","5,00","5,81","6,09","5,45"
,,TO,"6,09",,"6,58","5,83","5,33","5,10","4,31","5,22","6,38","6,59","5,92","5,68"
,PRODUTOR,BA,"1,58","1,35","1,98","1,55","1,41","1,37","1,32","1,51","1,95","2,35","2,76","2,11"
,,ES,"1,12","1,40","1,90","1,93","1,44","1,50","1,50","1,75","1,93","2,74","2,50","1,80"
,,MG,"1,90","1,90","1,90","1,95","1,92","1,78","1,31","1,54","1,58","1,70","1,65","1,89"
,,RJ,"1,64","1,60","2,09","2,37","1,37","1,40","1,44","1,32","1,36","1,60","1,51","1,99"
,,SC,"1,57","1,27","1,23","1,31","1,20","1,26","0,75",,,,,
MARACUJÁ INDÚSTRIA (kg),,PR,"2,02","1,67","1,52","1,84","1,72","1,70","1,70","1,90","2,00","2,00","2,50","1,98"
MARACUJÁ (kg),,AC,,,,,,,,,,,"2,28","2,45"
MEL DE ABELHA (25 kg),,RJ,"204,00","249,00","260,00","230,00","230,00","274,00","274,00","289,00","289,00","265,68","262,50","262,50"
MEL DE ABELHA (kg),,BA,"6,60","6,61","6,65","7,20","7,40","7,35","7,34","7,50","7,50","7,40","7,50","8,21"
,,PB,,,,,,,,,,,,"8,00"
,,SC,,,,,,,,,,,"7,83","7,83"
MILHETO (60 kg),,MS,"11,98","12,13","13,08","12,98","11,20","10,58","11,94","11,83","12,95","14,12","14,40",
MILHO EM GRÃOS (50 kg),ATACADO,AC,,,,,,,"30,33","30,50","29,90","30,50","32,50","33,00"
,,RO,,,,,,,"30,00","30,13","31,88","32,40","32,06","28,50"
,PRODUTOR,AC,,,,,,,,,,"27,43","28,19",
MILHO EM GRÃOS (60 kg),ATACADO,AL,,,,,,,"35,00","35,00","42,68","43,33","40,50","44,50"
,,AM,"48,29","48,06","48,80","48,99","49,89","49,49","49,14",,,,,
,,AP,"47,64","48,00","45,00","45,00","43,32","45,00","43,16","45,00","47,85","51,52","52,00","50,75"
,,BA,"33,43","34,92","38,00","37,55","36,60","35,90","35,94","35,95","36,59","39,10","39,56","41,36"
,,CE,"40,53","40,25","40,63","40,41","40,50","37,38","36,48","36,67","41,18","42,46","42,63","44,75"
,,DF,,,,,,,,,,"27,75","28,63","29,53"
,,ES,"33,48","33,31","34,22","34,29","32,71","29,25","29,35","30,83","34,58","38,35","39,00","39,50"
,,GO,,,,,,,"21,50","21,69","25,18","27,41","27,58","28,51"
,,MA,"35,07","35,03","35,94","34,87","36,87","40,00","40,00","36,63","34,58","34,72","37,83","38,67"
,,MG,"33,19","32,66","33,09","32,81","29,42","27,30","28,58","29,85","33,15","38,36","37,48","40,26"
,,MS,"19,49","19,31","20,19","20,25","17,85","16,81","18,55","18,19","21,31","22,70","22,63","24,44"
,,PA,"31,50","32,00",,"35,00","35,68","33,58","29,22","31,21","33,40","35,27","41,04","40,23"
,,PB,,,,,,,"43,61","42,87","41,67","42,42","41,50",
,,PE,,"43,00","43,25","45,00","45,80","46,50","45,40","47,00","44,49","42,76","42,57","44,73"
,,PI,"39,06","43,85","44,10","44,45","43,79","40,41","39,78","39,49","40,27","43,26","47,00",
,,PR,"25,35","23,84","24,39","25,06","22,91","22,25","23,79","24,84","26,77","29,11","29,64","29,92"
,,RN,"39,00","39,40","39,63","39,70","39,70","39,33","38,18","38,50","40,75","43,30","44,00","44,00"
,,RR,"44,70","44,50","44,25","44,50","44,20","43,00","43,00","42,00","42,25","43,00","46,10","45,60"
,,RS,"28,10","27,59","28,84","27,74","27,99","26,19","27,30","28,47","29,81","32,37","34,97","36,38"
,,SC,"28,62","28,38","29,76","29,54","28,01","27,56","29,08","29,50","31,12","33,93","34,69","35,01"
,,SE,"29,70","30,00","29,50","30,63","34,60","37,88","36,15","35,25","36,68","34,68","35,09","40,25"
,,SP,"26,32","27,00","27,50","28,00","28,10","26,88","26,40","26,93","27,38","28,44","33,48","34,20"
,,TO,"34,00","35,40","35,40","35,71","33,92",,,,"32,26","38,51","42,39","42,00"
,PRODUTOR,AC,"28,00","28,00","28,00","28,00","28,00","28,08","28,21","29,00","31,11","31,90",,
,,AL,"32,40","34,35","35,00","35,00","36,40","40,75","34,40","33,00","35,00",,,
,,AP,,,,,,,,,,,,"51,40"
,,BA,"26,25","27,17","25,89","25,18","28,32","23,01","22,86","24,61","26,17","29,83","30,76","34,51"
,,CE,"34,74","35,03",,,,,,,,,,
,,DF,"24,90","25,00","25,63","25,50","22,15","20,06","20,35","20,31","24,44","27,55","28,91","29,07"
,,ES,"33,20","34,27","33,00","35,50","34,00","31,00",,,,,"40,41","40,12"
,,GO,"22,79","23,24","24,19","23,96","20,20","18,52","19,24","19,44","22,63","25,12","25,79","26,47"
,,MA,"28,56","29,99","29,36","30,24","35,33","39,82","39,36","37,19","36,12","34,56","33,80","35,24"
,,MG,"25,94","25,74","26,04","25,64","22,86","20,55","21,83","23,21","25,41","29,30","29,45","31,05"
,,MS,"20,15","19,87","21,18","20,97","18,28","17,37","18,55","18,50","21,46","23,34","23,43","24,48"
,,MT,"16,43","16,15","16,74","16,65","15,94","15,64","15,80","16,10","17,12","18,37","18,47","18,88"
,,PA,"26,66",,,"36,37","36,05","33,26","32,61","32,00","33,25","35,78","37,14","37,19"
,,PB,"37,88","38,28","38,28","38,28",,,,"39,80","39,73",,,
,,PE,"36,41","37,33",,,,,,,"37,00",,,
,,PI,"27,14","31,29","30,57","28,11","27,86","26,36","27,29","29,12","30,15","31,69","32,79","34,29"
,,PR,"21,51","21,27","22,04","22,12","20,41","20,03","21,38","21,80","23,30","25,23","25,30","25,73"
,,RJ,"36,30","36,87","36,86","37,87","35,89","33,36","33,24","33,42","33,97","38,93","39,95","39,84"
,,RO,,"20,00","23,80","23,55","23,87","22,75","21,80","22,00","21,00","22,73","25,00",
,,RR,"37,00","37,00","37,00","37,00","37,00","37,00","37,10","37,45","37,50","37,28",,
,,RS,"24,20","23,42","23,54","23,87","23,25","22,90","23,47","24,52","25,79","27,80","29,08","29,60"
,,SC,"22,91","23,06","24,23","23,98","22,19","21,56","23,02","23,72","25,12","27,37","27,93","28,51"
,,SE,"29,55","29,75","29,00","29,75","32,40","34,33",,,,"32,67","34,56","37,81"
,,SP,"24,85","24,13","24,18","24,42","24,15","21,81","20,83","22,25","22,78","23,87","29,58","30,60"
,,TO,"24,43","24,86","24,57","24,68","25,82","22,39","20,88","23,23","25,44","30,69","31,10","31,91"
MILHO VERDE (kg),ATACADO,PA,,,,,,,,,,,,"2,67"
NOVILHO PARA ENGORDA (15 kg),PRODUTOR,DF,,,,,,,,,,,"141,00","141,00"
,,ES,,,,,,,,,,"217,49","241,29","235,28"
,,MS,,,,,,,,,,"131,95","133,25","128,00"
,,PB,,,,,,,,,,"128,00","131,50","132,25"
NOVILHO PARA ENGORDA (cabeça),,GO,,,,,,,,,,"1.617,67","1.685,00","1.667,92"
,,PR,,,,,,,,,,"1.695,93","1.701,00","1.762,50"
,,RO,,,,,,,,,,"1.366,67","1.316,67","1.291,67"
,,TO,,,,,,,,,,"1.545,00","1.510,83","1.542,50"
ÓLEO DE BABAÇU (kg),,MA,"3,30","3,90","4,50","4,73","5,00","5,00","5,00","5,00","5,00","5,05","4,60",
ÓLEO DE BABAÇU (l),,PI,,,,,,,,,,,,"4,70"
ÓLEO DE BABAÇU ORGÂNICO(A) (kg),,MA,"8,00","8,50","9,00","9,25","9,40","8,50","9,40","10,25","10,50","10,13","11,50",
ÓLEO DE COPAÍBA (l),,AM,"19,13","19,58","19,33","19,42","23,40","25,40","24,38","25,25","25,17","25,58","25,69","25,67"
,,PA,"53,50",,,,,,,,,,,
ÓLEO DE PEQUI (l),,CE,"58,33","59,33","56,08","55,00","55,00","55,00","57,33","66,67","70,00","73,33","73,33","73,33"
OLEO DE SOJA REFINADO (20 latas),ATACADO,AC,,,,,,,,,,,"60,93","65,15"
,,AL,,,,,,,,,,,,"61,80"
,,AM,,,,,,,,,,,"72,00","74,75"
,,AP,,,,,,,,,,,"66,50","66,20"
,,BA,,,,,,,,,,,,"64,02"
,,CE,"53,60","55,75","60,00","63,00","62,20","60,25","57,60","56,00","56,75","60,80","66,00","66,50"
,,DF,,,,,,,,,,,,"58,80"
,,ES,,,,,,,,,,,"63,53","64,74"
,,GO,,,,,,,,,,,,"57,83"
,,MG,,,,,,,,,,,"56,40","64,20"
,,PA,,,,,,,,,,,"65,50","69,89"
,,PB,,,,,,,,,,,,"62,00"
,,PI,,,,,,,,,,,,"68,00"
,,PR,,,,,,,,,,"56,90","56,95","57,96"
,,RN,,,,,,,,,,,,"61,80"
,,RS,,,,,,,,,,"60,62","62,46","68,36"
,,SC,,,,,,,,,,,"61,74","63,19"
,,SP,"46,30","47,80","51,40","52,00","52,85","54,10","55,30","55,08","52,73","57,06","55,31","58,98"
,,TO,,,,,,,,,,,"69,60","68,30"
OLEO DE SOJA REFINADO (900 ml),VAREJO,AP,,,,,,,,,,,"3,65","3,72"
,,GO,"2,51","2,62","2,73","2,82","2,80","2,82","2,69","2,71","2,76","2,70","3,08","3,05"
,,PR,,,,,,,,,,,"3,45","3,49"
,,RJ,"3,14","3,44","3,31","3,40","3,23","3,25","3,21","3,17","3,01","3,24","3,68","3,49"
,,RR,,,,,,,,,,"3,40","3,37","3,56"
,,RS,,,,,,,,,,,"3,63","3,85"
,,SC,,,,,,,,,,"3,11","3,29","3,33"
,,SP,"2,30","2,48","2,75","2,93","2,82","2,80","2,80","2,74","2,70","2,57","2,60","2,62"
,,TO,"3,28","3,09","3,49","3,52","3,58","3,27","3,68","3,32","3,25","3,60","3,79","3,70"
OLEO DE SOJA REFINADO (kg),ATACADO,RJ,"2,55","2,76","2,81","2,86","2,81","2,75","2,59","2,54","2,62","2,83","3,07","3,10"
OVOS DE GALINHA BRANCO (A) (30 dz),,AL,"86,00","86,00","85,00","88,00","87,60","87,50","87,20","88,00","88,50","84,17","84,33","86,75"
,,PE,"51,60","64,50","67,50","65,00","60,40","65,00","71,20","73,25","75,50","64,40","65,75","72,00"
OVOS DE GALINHA BRANCO EXTRA (30 dz),,ES,"55,45","71,85","74,00","69,75","61,60","67,00","65,80","68,00","62,13","66,80","71,25","73,50"
OVOS DE GALINHA EXTRA A (dz),PRODUTOR,ES,"1,86","2,48","2,61","2,44","2,13","2,40","2,30","2,58","2,19","2,24","2,34","2,53"
OVOS DE GALINHA GRANDE (30 dz),ATACADO,RJ,"53,79","65,80","78,25","79,25","71,64","68,18","70,64","73,03","71,65","72,13","76,15","79,63"
OVOS DE GALINHA GRANDE BRANCO (10 dz),,AC,,,,,,,,,,"33,20","34,23","34,03"
OVOS DE GALINHA GRANDE BRANCO (20 dz),,PB,,,,,,,,,,"58,80","59,65","61,50"
OVOS DE GALINHA GRANDE BRANCO (30 dz),,AM,,,,,,,,,,"93,50","99,10","104,00"
,,AP,,,,,,,,,,,"95,51","100,48"
,,BA,,,,,,,,,,,,"87,51"
,,DF,,,,,,,,,,"72,50","91,00","90,00"
,,ES,,,,,,,,,,"68,60","68,00",
,,GO,,,,,,,,,,"101,10",,"74,00"
,,MS,,,,,,,,,,"63,00","65,50","70,00"
,,PA,,,,,,,,,,"7,71","7,84","8,81"
,,PI,,,,,,,,,,"79,90","79,90","79,90"
,,PR,,,,,,,,,,"88,80","97,94","101,17"
,,RJ,,,,,,,,,,,"77,54","79,45"
,,RN,,,,,,,,,,"6,60","6,50","6,55"
,,RO,,,,,,,,,,"102,86","95,60","105,39"
,,SC,,,,,,,,,,"85,00","80,00","85,00"
,,SP,,,,,,,,,,"72,95","77,51","78,34"
,,TO,,,,,,,,,,"84,00","84,00","89,00"
,PRODUTOR,AM,,,,,,,,,,"8,40","8,93","8,70"
,,DF,,,,,,,,,,,,"73,00"
,,ES,,,,,,,,,,"65,75","67,25","72,75"
,,GO,,,,,,,,,,"63,00","71,00","77,50"
,,MS,,,,,,,,,,"46,00","47,75","52,63"
,,PI,,,,,,,,,,"69,90","69,90","69,90"
,,PR,,,,,,,,,,"65,42","65,53","64,92"
,,RN,,,,,,,,,,,"6,15","6,83"
,,RO,,,,,,,,,,"87,50","87,50","87,50"
,,SP,,,,,,,,,,,,"70,00"
OVOS DE GALINHA GRANDE BRANCO (30 un),ATACADO,CE,,,,,,,,,,"8,17","9,18","9,37"
,PRODUTOR,CE,,,,,,,,,,"6,80","6,80","7,30"
OVOS DE GALINHA GRANDE BRANCO (dz),,AC,,,,,,,,,,"2,90","2,76","2,77"
,,PB,,,,,,,,,,"2,34","2,39","2,51"
OVOS DE GALINHA GRANDE (dz),,ES,"1,76","2,43","2,50","2,34","2,01","2,30","2,20","2,48","2,11","2,14","2,23","2,43"
,,SP,"1,55","2,05","2,37","2,37","2,27","2,15","2,19","2,19","2,03","2,11","2,09","2,14"
OVOS DE GALINHA MÉDIO (dz),,ES,"1,66","2,24","2,38","2,20","1,91","2,13","2,06","2,35","2,03","2,02","2,13","2,33"
,,PR,"1,51","1,58","1,93","1,91","1,80","1,87","1,87","1,88","1,83","1,83","1,93","1,93"
OVOS DE GALINHA TIPO A BRANCO (300 dz),ATACADO,AM,,,,,,,,,,,,"108,00"
OVOS DE GALINHA VERMELHO EXTRA (30 dz),,ES,"64,38","84,49","87,25","83,13","76,00","82,88","80,90","81,13","70,88","74,60","77,75","83,50"
OVOS DE GALINHA VERMELHO TIPO GRANDE (30 dz),,RS,,,,,,,,,,"110,90","100,77","104,88"
PACU (kg),PRODUTOR,AM,,,"3,15","3,24","3,09","3,44","3,40","3,52","2,29","1,72","2,28","2,92"
PÃO FRANCÊS (kg),VAREJO,AC,,,,,,,,,,,"8,99","8,99"
,,BA,,,,,,,,,,,,"6,00"
,,CE,,,,,,,,,,,,"8,89"
,,DF,,,,,,,,,,,"9,30","9,33"
,,ES,,,,,,,,,,,"10,98","10,71"
,,GO,,,,,,,,,,,"8,69","8,33"
,,MG,,,,,,,,,,,"9,90","9,90"
,,MS,,,,,,,,,,,"9,20","9,14"
,,PA,,,,,,,,,,,"9,90","9,90"
,,PB,,,,,,,,,,,,"8,20"
,,PI,,,,,,,,,,,,"8,10"
,,PR,,,,,,,,,,"7,98","7,98","7,98"
,,RJ,,,,,,,,,,,"9,99","9,04"
,,RN,,,,,,,,,,,,"6,50"
,,RO,,,,,,,,,,,"7,76","7,69"
,,RR,,,,,,,,,,,"6,85","6,85"
,,RS,,,,,,,,,,"8,38","7,85","7,76"
,,SC,,,,,,,,,,"8,86","8,52","8,52"
,,SE,,,,,,,,,,,,"8,06"
,,SP,,,,,,,,,,,"6,99","6,95"
,,TO,,,,,,,,,,,"9,89","9,89"
PEPINO (kg),ATACADO,PA,,,,,,,,,,,"1,50","1,48"
PEQUI COM CASCA (25 kg),,GO,,,,,,,,,,,,"25,00"
,PRODUTOR,MG,"6,00","6,00",,,,,,,,,,"13,50"
PEQUI COM CASCA (kg),ATACADO,MG,"0,88","1,00",,,,,,,,,,
,PRODUTOR,CE,"0,85","1,00","1,00","1,00","1,00",,,,,,,
,,GO,"0,50","0,80","0,80",,,,,,,,"0,66","0,70"
,,TO,"0,40","0,40","0,40","0,40",,,,,,,,
PEQUI SEM CASCA (300 g),ATACADO,MG,"2,30","1,81",,,,,,,,,,
PEROÁ CONGELADO (kg),PRODUTOR,ES,"14,16","14,00","12,28","9,33","4,91","4,48","3,92","3,03","3,19","2,97","2,69","2,67"
PESCADINHA (kg),,RJ,"3,55","10,00","6,95","6,04","8,00","6,83","5,29","7,13","5,00","3,75","5,00","5,00"
PÊSSEGO CHIRIPÁ (kg),,RS,"0,83","0,83","0,83","0,83","0,83",,,,,,"1,58","1,58"
PIAÇAVA BENEFICIADA (15 kg),,BA,"29,30","28,88","31,50","32,50","31,20","31,00","31,40","31,00","31,00","37,75","35,67","36,00"
PIAÇAVA NÃO BENEFICIADA (15 kg),,BA,"18,75","18,38","19,75","22,50","18,00","18,00","18,80","17,50","18,00","23,50","17,00","14,00"
PIAÇAVA NÃO BENEFICIADA CABEÇA (kg),,AM,"1,70","1,70","1,70","1,80","1,90","1,85","1,70","2,00","1,83","1,85","1,86","1,85"
PIAÇAVA NÃO BENEFICIADA (kg),,AM,"1,90","1,90","1,90","1,95","2,00","1,95","2,05","2,10","1,93","1,85","1,86","1,85"
PIMENTA DO REINO (kg),,BA,"18,00","17,50","18,00","18,67","21,60","21,75","21,20","28,13","28,00","25,60","28,00","28,00"
,,ES,"20,15","20,16","23,29","24,79","24,55","26,94","28,10","27,94","29,31","29,40","26,50","23,56"
,,PA,"19,10",,"22,33","23,25","23,50","25,50","26,25","26,97","27,50","28,90","28,63","26,81"
PIMENTÃO VERDE (kg),ATACADO,AC,"4,70",,,,,,,,"3,40","3,40","3,40",
,,AL,,,,,,,,"5,00",,"2,75","1,94","3,00"
,,BA,"2,56","3,56","3,06","2,63","2,15","2,20","2,40","2,80","2,34","2,02","2,43","2,90"
,,CE,"2,40","2,14","2,12","2,34","2,90","1,96","1,78","2,23","1,67","1,90","2,58","3,19"
,,DF,"1,92","1,55","2,87","4,24","3,05","2,13","1,28","1,05","1,61","3,06","2,94","2,12"
,,ES,"1,12","2,16","2,10","2,23","1,97","1,92","1,71","1,48","1,31","1,69","1,30","1,33"
,,GO,"3,00","3,31","4,08","5,17","4,19","4,00","2,50","2,38","2,28","3,42","2,75","2,92"
,,MG,"1,73","2,57","2,08","2,08","1,77","1,80","1,50","1,39","1,63","2,23","1,40",
,,MS,"3,33","3,63","3,75","3,94","3,75","3,75","3,33","3,17","3,04","3,17","3,59","3,42"
,,PA,"2,77","2,48","2,62","2,85","3,15","2,66","2,68","2,81","1,94","2,56","3,25","3,43"
,,PB,"1,88","1,98","2,00","2,03","2,89","2,09","2,10","2,37","2,09","3,13","3,15","4,26"
,,PE,"2,05","1,88","1,88","2,06","2,87","2,14","2,19","2,59","1,90","1,90","1,60","2,41"
,,PI,,,,,"2,63","2,50","3,00","2,30","2,50","2,50","2,30","2,30"
,,PR,"1,54","1,68","2,06","2,67","1,99","2,45","2,45","2,16","2,00","1,92",,"2,40"
,,RJ,"1,59","2,88","2,52","2,80","2,32","2,20","2,16","2,14","1,75","2,87","1,58","1,56"
,,RN,"1,70","1,46","1,28","1,36","1,88","1,58","1,62","1,91","1,68","1,58","1,68","1,96"
,,RS,"2,60","2,58","2,50","3,40","2,56","2,48","3,01","2,70","2,50","3,28","4,13","2,99"
,,SC,"1,82","1,82","2,05","2,73","2,28","2,54","2,84","2,73","2,52","2,85","3,12","2,90"
,,SP,"2,14","2,99","3,14","3,43","2,36","2,94","2,77","2,43","2,10","2,77","2,62","2,54"
,,TO,"4,51",,"4,98","5,98","5,82","5,38","4,63","3,85","3,65","4,48","5,24","5,33"
,PRODUTOR,ES,,,,,,,,,,,"1,54","1,28"
PINHÃO IN NATURA (kg),,PR,,,,"2,63","2,15","2,45","2,26",,,,,
,,RS,,,,"3,14","2,94","3,33","4,29",,,,,
,,SC,,,,"3,18","2,34","2,08","3,24",,,,,
PÓ CERÍFERO DE CARNAÚBA A (kg) (kg),,CE,"11,80","11,00","11,25","12,00","12,20","13,00","14,00","14,00","14,00","14,00","14,13","14,00"
,,PI,"11,43","12,58","13,10","13,33","13,47","13,13","12,93","13,00","13,54","13,33","13,67","13,33"
,,RN,"11,50","11,35","11,29","11,88","12,09","13,00","13,22","13,10","13,56","13,99","13,56","13,96"
PÓ CERÍFERO DE CARNAÚBA B (kg) (kg),,CE,"9,80","9,00","9,25","10,00","10,20","11,00","12,00","12,00","12,00","12,00","11,00","11,00"
,,PI,"9,09","9,00","10,54","11,20","11,46","10,76","10,49","10,76","10,47","10,38","10,38","9,94"
,,RN,"9,50","10,00","9,39","9,88","10,05","11,00","11,22","11,15","11,46","11,76","11,50","11,00"
POLPA DE AÇAÍ GROSSA(O) (100 g),VAREJO,CE,,,,,,,,,,,,"3,29"
"POLPA DE AÇAÍ GROSSA(O) (1,2 kg)",ATACADO,BA,,,,,,,,,,,,"18,12"
POLPA DE AÇAÍ GROSSA(O) (500 g),VAREJO,PI,,,,,,,,,,,,"6,99"
POLPA DE CAJÚ (kg),ATACADO,PA,,,,,,,,,,,"8,00","8,00"
POLVILHO (50 kg),PRODUTOR,PB,"147,20","148,75","150,00","143,75","149,00","143,75","134,00","130,00","133,75","134,00","141,00","155,83"
